name,price,owner,driven km,transmission,fuel,body type,mileage,engine cc,max power bhp,wheel size inches,no of seats
Chevrolet Enjoy 1.3 LTZ 7 STR 2013,"₹ 4,30,000",First Owner,83000 Km,Manual,Diesel,MUV,18.2 kmpl,1248 cc,76 bhp,14 Inches,7 Seater
Maruti Suzuki Alto LXi 2007,"₹ 1,85,000",First Owner,57791 Km,Manual,Petrol,Hatchback,19.7 kmpl,796 cc,47 bhp,12 Inch,5 Seater
Ford Figo Duratorq EXI 2014,"₹ 2,52,350",Second Owner,74968 Km,Manual,Diesel,Hatchback,25.83kmpl,1498cc,99bhp,14 Inch,5 Seater
Tata Nano XM 2014,"₹ 1,49,000",Second Owner,71000 Km,Manual,Petrol + CNG,Hatchback,36 kmpl,624 cc,33 bhp,12'',4 Seater
Hyundai Verna VGT CRDI SX 2009,"₹ 2,27,035",First Owner,42589 Km,Manual,Diesel,Sedan,14 kmpl,1493 cc,110Bhp,16 inch,5 Seater
Land Rover Range Rover Evoque HSE Dynamic Petrol 2018,"₹ 49,69,589",First Owner,36958 Km,Automatic,Petrol,SUV,15.68kmpl,1999 cc,237 bhp,17 Inch,5 Seater
Mercedes-Benz GLC 220d 4MATIC Sport 2018,"₹ 41,55,288",First Owner,27895 Km,Automatic,Diesel,SUV,18 kmpl,2143 cc,168 bhp,18'',5 Seater
Mahindra XUV500 W4 2015,"₹ 7,46,750",First Owner,67000 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,140 bhp,17 Inch,7 Seater
Mahindra XUV500 W6 2012,"₹ 4,63,500",First Owner,52000 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,140 bhp,17 Inch,5 Seater
Volkswagen Ameo Highline 1.2L (P) 2017,"₹ 5,66,500",First Owner,48000 Km,Manual,Petrol,Sedan,17.83 kmpl,1198 cc,74 bhp,15 inches,5 Seater
Hyundai Venue SX 1.0 Turbo BS6 2020,"₹ 11,16,518",First Owner,9985 Km,Manual,Petrol,SUV,18.2 kmpl,998 cc,118 bhp,16 Inches,5 Seater
Toyota Fortuner 3.0 4x2 MT 2013,"₹ 12,95,000",First Owner,100000 Km,Manual,Diesel,SUV,11.9 kmpl,2982 cc,169 bhp,17 Inch,5 Seater
Honda Amaze 1.5 VX i-DTEC 2013,"₹ 6,76,251",First Owner,45655 Km,Manual,Diesel,Sedan,25.8 kmpl,1498 cc,99 bhp,14 Inch,5 Seater
Maruti Suzuki S-Cross Zeta 1.3 2017,"₹ 8,00,000",First Owner,21000 Km,Manual,Diesel,Crossover,24 kmpl,1248 cc,88.5bhp,16 Inch,5 Seater
Ford Endeavour Titanium Plus 2.0 4x2 AT BS6 2020,"₹ 40,00,000",First Owner,5000 Km,Automatic,Diesel,SUV,13.9 kmpl,1996 cc,168 bhp,18 inch,7 Seater
Toyota Innova Crysta 2.4 G 7 STR BS6 2020,"₹ 25,00,000",First Owner,5000 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Toyota Innova Crysta 2.4 ZX 7 STR BS6 2020,"₹ 32,00,000",First Owner,8000 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,17 inch,7 Seater
Toyota Fortuner 2.8 4x4 AT 2020,"₹ 45,00,000",First Owner,5000 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inches,7 Seater
Hyundai Accent Executive 2010,"₹ 1,50,100",First Owner,67750 Km,Manual,Petrol,Sedan,16.36 kmpl,1495 cc,94 bhp,13 Inch,5 Seater
Toyota Innova Crysta 2.4 G 7 STR BS6 2021,"₹ 25,00,000",First Owner,8000 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Mahindra Ssangyong Rexton RX6 2014,"₹ 9,00,000",First Owner,78000 Km,Manual,Diesel,SUV,12.4 kmpl,2696 cc,162 bhp,16'',5 Seater
Renault Pulse RXZ DIESEL 2013,"₹ 2,85,000",First Owner,72456 Km,Manual,Diesel,Hatchback,23.1 kmpl,1461 cc,63 bhp,15 inch,5 Seater
Ford Endeavour Titanium Plus 3.2 4x4 AT 2019,"₹ 45,00,000",First Owner,4200 Km,Automatic,Diesel,SUV,10.71 kmpl,3198 cc,197 bhp,18,7 Seater
Toyota Fortuner 2.8 4x4 AT 2019,"₹ 45,00,000",First Owner,5000 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inches,7 Seater
Toyota Fortuner Sigma 4 2019,"₹ 45,00,000",First Owner,5800 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inch,7 Seater
Toyota Fortuner 2.8 4x4 AT 2019,"₹ 45,00,000",First Owner,5000 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inches,7 Seater
Mercedes-Benz S-Class S 350d 2018,"₹ 90,00,000",Third Owner,125000 Km,Automatic,Diesel,Sedan,13.5 kmpl,2987 cc,282 bhp,18 Inches,5 Seater
Volkswagen Jetta 2.0L TDI Highline AT 2014,"₹ 9,01,000",First Owner,66000 Km,Automatic,Diesel,Sedan,19.33 kmpl,1898 cc,138 bhp,16,5 Seater
Hyundai Elantra 1.6 SX AT 2013,"₹ 7,10,500",Second Owner,67602 Km,Automatic,Diesel,Sedan,22.54 kmpl,1582 cc,126 bhp,16 Inch,5 Seater
Mahindra Thar LX 4 STR Hard Top Diesel MT BS6 2020,"₹ 20,00,000",First Owner,4000 Km,Manual,Diesel,SUV,16.55 kmpl,2184cc,130 bhp,18 Inches,4 Seater
Toyota Innova Crysta 2.8 Z AT 7 STR 2019,"₹ 35,00,000",First Owner,5300 Km,Automatic,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,17 inch,7 Seater
Toyota Innova Crysta 2.8 Z AT 7 STR 2019,"₹ 35,00,000",First Owner,5000 Km,Automatic,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,17 inch,7 Seater
Maruti Suzuki S-Cross Alpha 1.3 2015,"₹ 5,80,000",Second Owner,87000 Km,Manual,Diesel,Crossover,24 kmpl,1248 cc,88.5bhp,16 Inch,5 Seater
Mercedes-Benz E-Class E 220 d 2019,"₹ 60,00,000",First Owner,8000 Km,Automatic,Diesel,Sedan,18.0 kmpl,1950 cc,192bhp,17 Inch,5 Seater
Mahindra XUV500 W4 2015,"₹ 7,14,000",First Owner,30000 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,140 bhp,17 Inch,7 Seater
BMW 5 Series GT 530d 2010,"₹ 26,75,000",First Owner,60000 Km,Automatic,Diesel,Sedan,14.69 kmpl,2993 cc,258 bhp,18'',5 Seater
Maruti Suzuki Swift VDi 2014,"₹ 3,86,250",First Owner,58000 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Hyundai Elite i20 Magna Executive 1.2 2017,"₹ 5,82,000",First Owner,50000 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 inch,5 Seater
Tata Magic CNG 5 STR 2014,"₹ 17,000",Second Owner,25000 Km,Manual,Petrol + CNG,Van,21.12 kmpl,702 cc,21 Bhp,12'',5 Seater
Hyundai Creta EX 1.5 Diesel BS6 2021,"₹ 14,64,000",Second Owner,65000 Km,Manual,Diesel,SUV,21.4 kmpl,1493 cc,113 bhp,16 inch,5 Seater
BMW 3 Series 320D PRESTIGE 2013,"₹ 10,77,000",First Owner,37000 Km,Automatic,Diesel,Sedan,18.88 kmpl,1995 cc,190PS,225/50R17,5 Seater
Honda Amaze 1.2 E i-VTEC 2019,"₹ 5,71,000",First Owner,24300 Km,Manual,Petrol,Sedan,17.8 kmpl,1198 cc,89 bhp,14 Inch,5 Seater
Honda Amaze 1.5 E i-DTEC 2013,"₹ 3,45,050",First Owner,95874 Km,Manual,Diesel,Sedan,25.8 kmpl,1498 cc,99 bhp,14 Inch,5 Seater
BMW 3 Series 320 D 2012,"₹ 12,10,250",Second Owner,100000 Km,Automatic,Diesel,Sedan,9.7 kmpl,1995 cc,184 bhp,16,5 Seater
Hyundai Verna 1.6 CRDI SX 2012,"₹ 4,50,000",First Owner,65000 Km,Manual,Diesel,Sedan,22.32 kmpl,1582 cc,126.2bhp,16 Inch,5 Seater
Maruti Suzuki Eeco 5 STR AC CNG 2013,"₹ 2,70,000",First Owner,49000 Km,Manual,Petrol + CNG,Van,16.20 Kmpl,1196 CC,63bhp,13 Inch,5 Seater
Maruti Suzuki Baleno Delta AT 1.2 2016,"₹ 6,21,000",First Owner,65123 Km,Automatic,Petrol,Hatchback,21.4 kmpl,1197 cc,83 bhp,15 Inch,5 Seater
Maruti Suzuki Baleno Lxi 2004,"₹ 85,000",Third Owner,65000 Km,Manual,Petrol,Sedan,11 kmpl,1590 cc,94,13 inch,5 Seater
Maruti Suzuki Alto K10 VXi 2015,"₹ 3,40,000",First Owner,77172 Km,Manual,Petrol,Hatchback,24.07 kmpl,998 cc,67 bhp,13 inch,5 Seater
Maruti Suzuki Alto K10 VXi 2013,"₹ 2,80,000",First Owner,38732 Km,Manual,Petrol,Hatchback,24.07 kmpl,998 cc,67 bhp,13 inch,5 Seater
Maruti Suzuki Wagon R LXi CNG 2014,"₹ 4,00,000",Second Owner,80000 Km,Manual,Petrol + CNG,Hatchback,26.6 Kmpl,998 cc,58.16bhp,13,5 Seater
Ford Endeavour Titanium Plus 2.0 4x4 AT BS6 2020,"₹ 45,00,000",First Owner,5000 Km,Automatic,Diesel,SUV,12.4 kmpl,1996 cc,168 bhp,18 inch,7 Seater
Ford Endeavour Titanium Plus 2.0 4x2 AT BS6 2020,"₹ 40,00,000",First Owner,4800 Km,Automatic,Diesel,SUV,13.9 kmpl,1996 cc,168 bhp,18 inch,7 Seater
BMW 5 Series 520d 2012,"₹ 25,00,000",First Owner,50000 Km,Automatic,Diesel,Sedan,18.48 kmpl,1995 cc,184 bhp,"17"" inches",5 Seater
Toyota Corolla Altis G DIESEL 2019,"₹ 20,00,000",First Owner,50000 Km,Manual,Diesel,Sedan,21.45 kmpl,1364 cc,87 bhp,15 Inch,5 Seater
Maruti Suzuki Ertiga VDI BS-IV 2013,"₹ 6,00,000",First Owner,60000 Km,Manual,Diesel,MUV,20.77kmpl,1248 cc,89 bhp,15 inch,7 Seater
Toyota Innova Crysta 2.8 G 7 Seater 2018,"₹ 25,00,000",First Owner,5900 Km,Manual,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,16 inch,7 Seater
Skoda Superb ELEGANCE 2.0 TDI CR AT 2012,"₹ 6,95,000",First Owner,67181 Km,Automatic,Diesel,Sedan,17.2 kmpl,1968 cc,138 bhp,15 Inch,5 Seater
Toyota Etios V 2011,"₹ 3,19,500",First Owner,67077 Km,Manual,Petrol,Sedan,17.57 kmpl,1496 cc,80 bhp,15 Inch,5 Seater
Chevrolet Beat LT Petrol 2011,"₹ 1,70,000",First Owner,62599 Km,Manual,Petrol,Hatchback,18.6 kmpl,1199 cc,79 bhp,14 Inches,5 Seater
Mahindra XUV500 W10 AWD 2017,"₹ 13,34,000",First Owner,62288 Km,Manual,Diesel,SUV,16 kmpl,2179 cc,140 bhp,17'',7 Seater
Hyundai i10 Magna 1.2 2011,"₹ 2,52,500",Second Owner,25164 Km,Manual,Petrol,Hatchback,20 kmpl,1197 cc,80bhp,13 Inch,5 Seater
Toyota Innova 2.5 G4 8 STR 2008,"₹ 5,10,000",First Owner,95292 Km,Manual,Diesel,MUV,11.4 kmpl,2494cc,102,15 Inch,5 Seater
Toyota Fortuner Sigma 4 2016,"₹ 35,00,000",First Owner,5000 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inch,7 Seater
Toyota Fortuner Sigma 4 2018,"₹ 40,00,000",First Owner,5800 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inch,7 Seater
Mercedes-Benz S-Class S 350d 2018,"₹ 90,00,000",Third Owner,125000 Km,Automatic,Diesel,Sedan,13.5 kmpl,2987 cc,282 bhp,18 Inches,5 Seater
Toyota Fortuner Sigma 4 2016,"₹ 35,00,000",First Owner,8000 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inch,7 Seater
Maruti Suzuki Wagon R LXi BS-III 2006,"₹ 3,00,000",First Owner,50000 Km,Manual,Petrol,Hatchback,11.0kmpl,1061cc,64,13 Inch,5 Seater
Ford Figo DURATORQ TITANIUM 1.4 2010,"₹ 2,75,000",First Owner,51060 Km,Manual,Diesel,Hatchback,25.83kmpl,1498cc,99bhp,14 Inch,5 Seater
Toyota Fortuner Sigma 4 2019,"₹ 36,50,000",First Owner,21000 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inch,7 Seater
Hyundai i10 Magna 1.2 2010,"₹ 2,30,000",Third Owner,77000 Km,Manual,Petrol,Hatchback,20 kmpl,1197 cc,80bhp,13 Inch,5 Seater
Nissan Micra XV DIESEL 2011,"₹ 1,08,000",Third Owner,190000 Km,Manual,Diesel,Hatchback,23.08 kmpl,1461 cc,65 bhp,14 inches,5 Seater
Hyundai Elite i20 SPORTZ 1.2 OPT 2017,"₹ 6,80,000",First Owner,48410 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 Inch,5 Seater
Hyundai Santro Xing GL 2013,"₹ 2,50,000",First Owner,76000 Km,Manual,Petrol,Hatchback,12.8 KMPL,1086cc,63PS,13 Inch,5 Seater
Fiat Punto Evo Active 1.2 2015,"₹ 3,15,000",First Owner,52000 Km,Manual,Petrol,Hatchback,15.8 kmpl,1172 cc,67 bhp,R14,5 Seater
Maruti Suzuki Swift LDi 2019,"₹ 6,90,000",First Owner,31000 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74 bhp,14 Inches,5 Seater
Maruti Suzuki Alto LXI CNG 2012,"₹ 2,45,000",First Owner,57000 Km,Manual,Petrol + CNG,Hatchback,26.83 kmpl,796 cc,38.4bhp,12 Inch,5 Seater
Nissan Micra XV PREMIUM DIESEL 2012,"₹ 2,04,970",First Owner,77000 Km,Manual,Diesel,Hatchback,23 Kmpl,1461 cc,64 PS,14 Inch,5 Seater
Nissan Micra Active XV 2018,"₹ 4,85,000",First Owner,22000 Km,Manual,Petrol,Hatchback,19.49kmpl,1198 cc,67.04bhp,13 Inch,5 Seater
Volkswagen Polo Comfortline 1.0 Petrol 2019,"₹ 6,10,000",Second Owner,27000 Km,Manual,Petrol,Hatchback,18.78 kmpl,999 cc,75 bhp,15 Inches,5 Seater
Ford EcoSport Titanium + 1.5L Ti-VCT 2019,"₹ 11,30,000",First Owner,25014 Km,Manual,Petrol,SUV,16.83 kmpl,1497 cc,121 bhp,16 Inches,5 Seater
Ford EcoSport Titanium+ 1.5L TDCi 2017,"₹ 7,75,000",Second Owner,30000 Km,Manual,Diesel,SUV,18.88 kmpl,1498 cc,110,"15""",5 Seater
Ford EcoSport Ambiente 1.5L Ti-VCT 2017,"₹ 6,95,000",First Owner,51000 Km,Manual,Petrol,SUV,18.88 kmpl,1499 cc,110,15,5 Seater
Ford EcoSport TITANIUM 1.5 TDCI OPT 2014,"₹ 6,25,000",First Owner,37000 Km,Manual,Diesel,SUV,18.88 kmpl,1499 cc,110,"15""",5 Seater
Ford EcoSport Titanium 1.5L TDCi 2014,"₹ 6,35,000",Second Owner,58000 Km,Manual,Diesel,SUV,18.88 kmpl,1499 cc,110,"15""",5 Seater
Ford EcoSport Titanium 1.5L TDCi 2013,"₹ 6,25,000",First Owner,42000 Km,Manual,Diesel,SUV,18.88 kmpl,1499 cc,110,"15""",5 Seater
Datsun GO T 2020,"₹ 4,90,000",First Owner,15000 Km,Manual,Petrol,Hatchback,19.83 kmpl,1198 cc,67 bhp,14 inches,5 Seater
Datsun Go Plus T 2017,"₹ 4,55,000",First Owner,14000 Km,Manual,Petrol,MUV,20.6 kmpl,1198 cc,67 bhp,13,7 Seater
Hyundai Verna 1.6 EX VTVT 2012,"₹ 4,20,000",Second Owner,58000 Km,Manual,Petrol,Sedan,17.4 kmpl,1591cc,121 bhp,16 inch,5 Seater
Hyundai i20 Asta (O) 1.2 2017,"₹ 5,66,500",First Owner,50000 Km,Manual,Petrol,Hatchback,12.4 kmpl,1197 cc,80Bhp,14 Inch,5 Seater
Toyota Innova Crysta 2.4 GX 7 STR 2017,"₹ 11,25,000",First Owner,90000 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Hyundai Creta 1.6 SX+ Petrol 2016,"₹ 10,30,000",First Owner,37100 Km,Manual,Petrol,SUV,15.29 kmpl,1591 cc,122 bhp,16 Inch,5 Seater
Chevrolet Spark LS 1.0 2009,"₹ 1,20,000",First Owner,90000 Km,Manual,Petrol,Hatchback,13 kmpl,995 cc,63 BHP,13 inches,5 Seater
Hyundai Grand i10 Sportz 1.2 Kappa VTVT 2014,"₹ 4,25,000",First Owner,39000 Km,Manual,Petrol,Hatchback,18.9 kmpl,1197 cc,81 bhp,14 Inch,5 Seater
Hyundai i20 Sportz 1.4 CRDi 2012,"₹ 3,45,000",Second Owner,86000 Km,Manual,Diesel,Hatchback,18.60 kmpl,1368 cc,98.5bhp,14 Inch,5 Seater
Hyundai Verna 1.6 VTVT SX (O) 2012,"₹ 3,95,000",Second Owner,69000 Km,Manual,Petrol,Sedan,14 kmpl,1591 cc,121 bhp,16 Inch,5 Seater
Hyundai i10 Era 1.1 iRDE2 2014,"₹ 2,85,000",First Owner,55000 Km,Manual,Petrol,Hatchback,19.81 kmpl,1086 cc,68 bhp,13 Inch,5 Seater
Hyundai i10 Era 1.1 iRDE2 2011,"₹ 2,95,000",First Owner,66200 Km,Manual,Petrol,Hatchback,19.81 kmpl,1086 cc,68 bhp,13 Inch,5 Seater
Audi Q3 2.0 TDI 2014,"₹ 13,00,000",Second Owner,47123 Km,Automatic,Diesel,SUV,15.77 kmpl,1968 cc,174 bhp,16 Inch,5 Seater
Audi Q3 2.0 TDI quattro Premium 2013,"₹ 15,50,000",First Owner,80663 Km,Automatic,Diesel,SUV,15.77 kmpl,1968 cc,174 bhp,16 inches,5 Seater
Renault Duster 110 PS RXZ DIESEL OPT 2015,"₹ 6,45,000",First Owner,60000 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,108.45bhp,16 Inch,5 Seater
Mercedes-Benz E-Class E 250 CDI Avantgarde 2013,"₹ 11,75,000",First Owner,72000 Km,Automatic,Diesel,Sedan,14.2 kmpl,2143 cc,204 bhp,17 Inch,5 Seater
Volkswagen Polo Highline 1.2L (P) 2011,"₹ 3,45,000",First Owner,35000 Km,Manual,Petrol,Hatchback,16.47 kmpl,1198 cc,74bhp,15,5 Seater
Ford EcoSport Titanium 1.5L Ti-VCT AT 2015,"₹ 10,75,000",First Owner,15000 Km,Automatic,Petrol,SUV,18.88 kmpl,1499 cc,110,"15""",5 Seater
Ford Figo DURATORQ TITANIUM 1.4 2011,"₹ 3,10,000",First Owner,87524 Km,Manual,Diesel,Hatchback,25.83kmpl,1498cc,99bhp,14 Inch,5 Seater
Chevrolet Beat PS Diesel 2014,"₹ 1,95,000",First Owner,79200 Km,Manual,Diesel,Hatchback,25.44 kmpl,936 cc,58 bhp,14 Inches,5 Seater
Chevrolet Enjoy 1.4 LTZ 8 STR 2014,"₹ 2,95,000",Second Owner,32000 Km,Manual,Petrol,MUV,13.7 kmpl,1389 cc,102 bhp,14 Inches,8 Seater
Mahindra Xylo H4 ABS BS IV 2013,"₹ 4,50,000",First Owner,89000 Km,Manual,Diesel,MUV,14 kmpl,2179 cc,120 bhp,15 inch,5 Seater
Maruti Suzuki Ignis Alpha 1.2 MT 2018,"₹ 5,65,000",First Owner,14000 Km,Manual,Petrol,Hatchback,20.89 kmpl,1197 cc,82 bhp,"15""",5 Seater
Ford EcoSport Titanium 1.5L Ti-VCT 2017,"₹ 7,75,000",First Owner,33650 Km,Manual,Petrol,SUV,18.88 kmpl,1499 cc,110,"15""",5 Seater
Maruti Suzuki Alto 800 LXi CNG 2012,"₹ 1,90,550",First Owner,47123 Km,Manual,Petrol + CNG,Hatchback,33.44 kmpl,796 cc,40 bhp,12'',5 Seater
Hyundai Creta 1.4 E+ Diesel 2019,"₹ 10,45,000",First Owner,50000 Km,Manual,Diesel,SUV,21.38 kmpl,1396 cc,89 bhp,16 Inches,5 Seater
Hyundai Creta 1.6 SX Diesel 2018,"₹ 12,25,000",First Owner,33000 Km,Manual,Diesel,SUV,19.67 kmpl,1582 cc,126 bhp,16 Inches,5 Seater
Hyundai Creta 1.6 SX+ AT Petrol 2017,"₹ 11,35,000",First Owner,56000 Km,Automatic,Petrol,SUV,15.29 kmpl,1591 cc,122 bhp,16 Inch,5 Seater
Hyundai i20 Active 1.2 SX 2018,"₹ 5,66,500",First Owner,28000 Km,Manual,Petrol,Crossover,17.19 kmpl,1197 cc,82 bhp,16 Inch,5 Seater
Hyundai Accent GLS 1.6 2010,"₹ 1,58,000",Fourth Owner,73000 Km,Manual,Petrol,Sedan,10.6 kmpl,1599 cc,103PS,13 Inch,5 Seater
Hyundai Elite i20 Sportz Plus 1.2 2019,"₹ 6,95,000",First Owner,22000 Km,Automatic,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 Inch,5 Seater
Hyundai Elite i20 Magna Executive 1.2 2018,"₹ 6,25,000",First Owner,49000 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 inch,5 Seater
Hyundai Elite i20 Magna Executive 1.2 2017,"₹ 6,25,000",First Owner,26000 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 inch,5 Seater
Hyundai Elite i20 Sportz 1.2 2014,"₹ 5,70,000",First Owner,25000 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,81.83bhp,Wheel size,5 Seater
Mahindra Thar LX 4 STR Hard Top Diesel MT BS6 2021,"₹ 20,00,000",First Owner,5000 Km,Manual,Diesel,SUV,16.55 kmpl,2184cc,130 bhp,18 Inches,4 Seater
Maruti Suzuki 800 Std 2009,"₹ 1,35,000",First Owner,34125 Km,Manual,Petrol,Hatchback,16.1 kmpl,796 cc,37bhp,12 Inch,5 Seater
Hyundai Grand i10 Asta AT 2016,"₹ 5,45,000",First Owner,71000 Km,Automatic,Petrol,Hatchback,16.95 kmpl,1197 cc,81 bhp,14 inch,5 Seater
Renault KWID 1.0 RXT 2018,"₹ 3,25,000",First Owner,45000 Km,Manual,Petrol,Hatchback,25.17 kmpl,999 cc,53,13 Inch,5 Seater
Skoda Rapid 1.5 TDI CR Style Plus AT 2016,"₹ 6,91,000",First Owner,78405 Km,Automatic,Diesel,Sedan,21.66 kmpl,1498 cc,104 bhp,15 Inch,5 Seater
BMW X1 sDrive20d M Sport 2018,"₹ 27,50,000",First Owner,20000 Km,Automatic,Diesel,SUV,20.68 kmpl,1995 cc,188 bhp,18 Inch,5 Seater
Honda City V i-VTEC 2018,"₹ 7,89,999",First Owner,24000 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Maruti Suzuki Swift DZire VXi 2016,"₹ 4,79,999",First Owner,3500 Km,Manual,Petrol,Sedan,22 Kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Hyundai i20 Active 1.2 S 2016,"₹ 5,50,000",First Owner,21000 Km,Manual,Petrol,Crossover,17.19 kmpl,1197 cc,82 bhp,16 inch,5 Seater
Honda City VX CVT i-VTEC 2015,"₹ 6,65,000",First Owner,45000 Km,Automatic,Petrol,Sedan,18 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Toyota Innova 2.5 G (Diesel) 8 Seater 2012,"₹ 6,39,000",First Owner,63000 Km,Manual,Diesel,MUV,12.99 kmpl,2494 cc,100.6bhp,15 Inch,7 Seater
Hyundai Elite i20 Magna 1.2 2015,"₹ 4,69,000",First Owner,46213 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,82 bhp,14 Inch,5 Seater
Kia Seltos HTX Plus 1.5 Diesel 2020,"₹ 17,40,000",First Owner,8000 Km,Manual,Diesel,SUV,20 kmpl,1493 cc,114 bhp,17 Inches,5 Seater
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT 2019,"₹ 5,97,400",First Owner,25000 Km,Manual,Petrol,Hatchback,20.7 kmpl,1197cc,81 bhp,14 Inches,5 Seater
Mahindra Xylo D4 BS IV 2018,"₹ 5,98,000",First Owner,80000 Km,Manual,Diesel,MUV,13.9 kmpl,2489 cc,95 bhp,15'',7 Seater
Hyundai Creta 1.6 SX+ Petrol 2018,"₹ 14,16,000",First Owner,13000 Km,Manual,Petrol,SUV,15.29 kmpl,1591 cc,122 bhp,16 Inch,5 Seater
Maruti Suzuki Swift Dzire VXI 1.2 BS IV 2012,"₹ 3,19,991",First Owner,42430 Km,Manual,Petrol,Sedan,20.85 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Ford EcoSport Titanium + 1.5L Ti-VCT 2019,"₹ 10,29,000",First Owner,29900 Km,Manual,Petrol,SUV,16.83 kmpl,1497 cc,121 bhp,16 Inches,5 Seater
Skoda Octavia 1.8 TSI Style AT 2019,"₹ 15,37,000",Second Owner,16857 Km,Automatic,Petrol,Sedan,14.7 kmpl,1798 cc,177bhp,16,5 Seater
Hyundai Elite i20 Asta 1.2 Opt 2016,"₹ 5,85,000",First Owner,51300 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,81.83bhp,16 Inch,5 Seater
Hyundai i20 1.2 Asta 2009,"₹ 2,75,000",First Owner,45000 Km,Manual,Petrol,Hatchback,12.4 kmpl,1197 cc,80Bhp,14 Inch,5 Seater
Hyundai i10 Sportz 1.2 AT 2013,"₹ 3,95,000",First Owner,80517 Km,Automatic,Petrol,Hatchback,17 kmpl,1197 cc,80bhp,13 Inch,5 Seater
Maruti Suzuki Swift VXi 2013,"₹ 4,75,000",First Owner,55000 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Maruti Suzuki Swift VXi 2008,"₹ 3,30,000",First Owner,47000 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Maruti Suzuki Ciaz VDi+ SHVS 2016,"₹ 7,45,000",First Owner,36000 Km,Manual,Diesel,Sedan,28.09 kmpl,1248 cc,88.5bhp,15 inch,5 Seater
Maruti Suzuki Ciaz Zxi 2014,"₹ 6,10,000",First Owner,41000 Km,Manual,Petrol,Sedan,20.73 kmpl,1373 cc,91.1bhp,15 inch,5 Seater
Tata Indigo eCS LX CR4 BS IV 2016,"₹ 2,06,000",First Owner,70261 Km,Manual,Diesel,Sedan,25 kmpl,1396 cc,70 bhp,14 Inch,5 Seater
Tata Tiago Revotron XZ 2017,"₹ 5,35,000",First Owner,15000 Km,Manual,Petrol,Hatchback,23.84,1199 cc,84,14 Inch,5 Seater
Honda Accord 2.4 ELEGANCE MT 2010,"₹ 3,86,250",First Owner,92000 Km,Manual,Petrol,Sedan,8.86 kmpl,2354 cc,180bhp,16 inch,5 Seater
Maruti Suzuki Swift VDi 2014,"₹ 4,50,000",First Owner,98000 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Honda Jazz VX i-VTEC 2010,"₹ 2,50,000",Second Owner,72000 Km,Manual,Petrol,Hatchback,18.7 kmpl,1198 cc,87 bhp,14 inch,5 Seater
Maruti Suzuki Wagon R LXi 2015,"₹ 2,97,000",First Owner,88000 Km,Manual,Petrol,Hatchback,20.5 kmpl,998 cc,67 bhp,13,5 Seater
Honda City E i-DTEC 2015,"₹ 5,65,000",First Owner,51016 Km,Manual,Diesel,Sedan,26 kmpl,1498 cc,99 bhp,15 inch,5 Seater
